id,text,label,category,risk_score_expected,language_style,platform,has_url,has_phone,has_bank,has_otp,has_money,has_urgency,has_reward,has_job,text_length,noise_type,expected_reason
2105,กดลิงก์รับเงินคืนค่าธรรมเนียมการศึกษา tu-form.example.invalid ✨🙏,scam,refund_scam,0.8,slang,Email,1,0,0,0,1,0,1,0,64,emoji,มีลิงก์หรือการชวนคลิกลิงก์; มีบริบทเกี่ยวกับเงิน/โอน/บัญชี
2106,วันนี้ห้องเรียน บร.2 เปิดไหมครับ ok?,normal,tu_general,0.24,slang,Web Form,0,0,0,0,0,0,0,0,36,thai_english_mix,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
2107,นัดรับหน้า หน้าโดม ได้ครับ สะดวกช่วงเย็น now,normal,tu_marketplace,0.21,formal,Email,0,0,0,0,0,1,0,0,44,thai_english_mix,มีคำเร่งเร้า; บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
2108,ขาย iPad ใช้เรียน นัดรับในมอได้ เช็คของก่อนจ่าย 🙏💬,normal,tu_marketplace,0.29,emoji,Email,0,0,0,0,0,0,0,0,50,emoji,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
2109,คลิกลิงก์นี้เพื่อยืนยัันบัญชีนักศึกษา forms.example.invalid/fake,scam,phishing,0.81,casual,TU Marketplace,1,0,1,0,0,0,0,0,64,typo,มีลิงก์หรือการชวนคลิกลิงก์
2110,ราคาถูกกว่าปกติมาก  แต่ไม่ให้วิดีโอคอลดูของ ทัก DM,suspicious,marketplace_risk,0.55,short_message,LINE,0,0,0,0,0,0,0,0,50,spacing_noise,มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
2111,มีลิงก์ Google Meet สำหรับประชุมไหมครับ ⚠️,normal,meeting,0.05,thai_english_mix,Discord,1,0,0,0,0,0,0,0,42,emoji,มีลิงก์หรือการชวนคลิกลิงก์; บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
2112,งานออนไลน์รายได้สูงมาก ไม่ต้องสัมภาษณ์ แค่ทักแชท ✅‼️,suspicious,job_risk,0.61,slang,X/Twitter,0,0,0,0,1,0,0,1,52,emoji,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; มีบริบทสมัครงาน/รายได้; มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
2113,มีใครขายชีท EL171 บ้างครับ 🥺✅,normal,tu_general,0.19,slang,X/Twitter,0,0,0,0,0,0,0,0,29,emoji,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
2114,งานออนไลน์รายได้สูงมาก ไม่ต้องสัมภาษณ์ แค่ทักแชท pls ทัก DM,suspicious,job_risk,0.54,thai_english_mix,Facebook Group,0,0,0,0,1,0,0,1,59,thai_english_mix,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; มีบริบทสมัครงาน/รายได้; มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
2115,โอนเต็มก่อนเท่านั้น ไม่รับนัด ไม่รับวิดีโอคอล 🥺,scam,marketplace_scam,0.98,slang,TU Marketplace,0,0,0,0,1,0,0,0,47,emoji,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี
2116,ขอแนวข้อสอบ MA211 หน่อยครับ ‼️🚨 inbox ได้,normal,tu_general,0.23,thai_english_mix,Email,0,0,0,0,0,0,0,0,41,emoji,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
2117,ร้านกาแฟแถวรังสิตรับพาร์ทไทม์ ชั่วโมงละ 70 บาท มีสัมภาษณ์หน้าร้าน ส่งในกลุ่มได้เลย,normal,tu_job_real,0.2,slang,LINE,0,0,0,0,1,0,0,1,82,none,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; มีบริบทสมัครงาน/รายได้; บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
2118,บอกว่ามีทุนพิเศษแต่ต้องรีบกรอกข้อมูล 🥺🚨,suspicious,tu_scam_risk,0.47,slang,Facebook Group,0,0,0,0,1,1,1,0,39,emoji,มีคำเร่งเร้า; มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
2119,ขายหนังสือ MA211 มือสอง นัดรับ บร.2 ได้,normal,tu_marketplace,0.16,thai_english_mix,SMS,0,0,0,0,0,0,0,0,39,none,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
2120,ขอเลขบัญชีพร้อมเพย์หน่อยครับ จะโอนค่าชีท 💬⚠️,normal,tu_marketplace,0.24,thai_english_mix,X/Twitter,0,0,1,0,1,0,0,0,44,emoji,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
2121,มีคนขอรหัสยืนยัน บอกว่าเป็นแอดมินกลุ่ม ✨,suspicious,otp_risk,0.52,formal,Discord,0,0,0,1,0,0,0,0,40,emoji,พบคำเกี่ยวกับ OTP/ยืนยันตัวตน; มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
2122,พัสดุติดปัญหา ชำระค่าธรรมเนียมที่ tu-form.example.invalid เพื่อรับของ 🚨,scam,delivery_scam,0.9,slang,Discord,1,0,0,0,0,0,0,0,71,emoji,มีลิงก์หรือการชวนคลิกลิงก์
2123,"งานออนไลน์ได้เงินวันละ 10,000 ไม่ต้องสัมภาษณ์ สมัครด่วน 🙏💸",scam,job_scam,0.99,casual,Email,0,0,0,0,1,1,0,1,58,emoji,มีคำเร่งเร้า; มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; มีบริบทสมัครงาน/รายได้
2124,รีบโอนก่อนนะ เหลือคนเดียวแล้ว ⚠️,suspicious,marketplace_risk,0.54,emoji,X/Twitter,0,0,0,0,1,1,0,0,32,emoji,มีคำเร่งเร้า; มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
2125,มีคนจองหลายคน ถ้าเอาโอนมัดจำมาก่อนได้เลย 📌✅,suspicious,marketplace_risk,0.48,formal,X/Twitter,0,0,0,0,1,0,0,0,43,emoji,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
2126,ขอเลขบัญชีพร้อมเพย์หน่อยครับ จะโอนค่าชีท 🔥⚠️,normal,tu_marketplace,0.07,formal,SMS,0,0,1,0,1,0,0,0,44,emoji,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
2127,ขอแนวข้อสอบ TU100 หน่อยครับ ⚠️🙏,normal,tu_general,0.18,formal,Web Form,0,0,0,0,0,0,0,0,31,emoji,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
2128,หาคนช่วยงานอีเวนต์ในมอ มีรายละเอียดงานและสถานที่ชัดเจน 🥺‼️,normal,tu_job_real,0.13,casual,X/Twitter,0,0,0,0,0,0,0,1,58,emoji,มีบริบทสมัครงาน/รายได้; บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
2129,รับซื้อเครื่องคิดเลขมือสอง ขอราคาไม่แรง ✅,normal,tu_marketplace,0.05,slang,SMS,0,0,0,0,0,0,0,0,41,emoji,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
2130,วันนี้ห้องเรียน SC3 เปิดไหมครับ 👍💸,normal,tu_general,0.2,formal,TU Marketplace,0,0,0,0,0,0,0,0,34,emoji,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
2131,กรุณายืนยัน OTP เพื่อปลดล็อกบัญชีทันที ⚠️💸,scam,otp,0.92,thai_english_mix,SMS,0,0,1,1,0,1,0,0,42,emoji,พบคำเกี่ยวกับ OTP/ยืนยันตัวตน; มีคำเร่งเร้า
2132,ขอโอนเต็มก่อน เดี๋ยวส่งเลขพัสดุให้ ✅✨,suspicious,marketplace_risk,0.63,formal,TU Marketplace,0,0,0,0,1,0,0,0,37,emoji,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
2133,ของอยู่ต่างจังหวัด โอนก่อนส่งเท่านั้น ราคาพิเศษถึงวันนี้ ✅,scam,marketplace_scam,0.9,casual,X/Twitter,0,0,0,0,1,0,0,0,58,emoji,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี
2134,ทักไลน์อย่างเดียวครับ ไม่ค่อยตอบในกลุ่ม ⚠️🚨,suspicious,marketplace_risk,0.47,formal,TU Marketplace,0,0,0,0,0,0,0,0,43,emoji,มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
2135,มีคนขอรหัสยืนยัน บอกว่าเป็นแอดมินกลุ่ม 😅🚨,suspicious,otp_risk,0.66,emoji,Discord,0,0,0,1,0,0,0,0,41,emoji,พบคำเกี่ยวกับ OTP/ยืนยันตัวตน; มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
2136,อ้างว่าเป็นรุ่นพี่คณะ ขอให้โอนเงินช่วยจองสิทธิ์ ✨✅,suspicious,tu_scam_risk,0.63,emoji,Discord,0,0,0,0,1,0,0,0,50,emoji,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
2137,มีใครขายชีท MA211 บ้างครับ ASAP ทัก DM,normal,tu_general,0.24,emoji,LINE,0,0,0,0,0,0,0,0,38,thai_english_mix,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
2138,พัสดุติดปัญหา ชำระค่าธรรมเนียมที่ forms.example.invalid/fake เพื่อรับของ 😅,scam,delivery_scam,0.84,emoji,TU Marketplace,1,0,0,0,0,0,0,0,74,emoji,มีลิงก์หรือการชวนคลิกลิงก์
2139,รีบโอนก่อนนะ เหลือคนเดียวแล้ว 🔥📌,suspicious,marketplace_risk,0.71,casual,Web Form,0,0,0,0,1,1,0,0,32,emoji,มีคำเร่งเร้า; มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
2140,ระบบ TU แจ้งเตือน ให้ update password ผ่าน bit.ly/example_fake ด่วนนน,scam,phishing,0.82,casual,Facebook Group,1,0,0,0,0,1,0,0,69,repeat_chars,มีลิงก์หรือการชวนคลิกลิงก์; มีคำเร่งเร้า
2141,ขายหนังสือ TU100 มือสอง นัดรับ SC3 ได้ 🚨,normal,tu_marketplace,0.05,casual,Facebook Group,0,0,0,0,0,0,0,0,40,emoji,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
2142,โอนมัดจำค่าหอ 200 บาทได้ไหมครับ,normal,tu_marketplace,0.14,slang,Facebook Group,0,0,0,0,1,0,0,0,31,none,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
2143, คุณได้รับสิทธิ์ทุนพิเศษ  โอนค่าดำเนินการ  300  บาทก่อนรับทุน ,scam,fake_scholarship,0.85,slang,LINE,0,0,0,0,1,0,1,0,62,spacing_noise,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี
2144,โอนมัดจำค่าหอ  1000  บาทได้ไหมครับ,normal,tu_marketplace,0.22,emoji,IG DM,0,0,0,0,1,0,0,0,34,spacing_noise,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
2145, บัญชีคุณถูกระงับ  กรุณายืนยันตัวตนทันทีที่  example.invalid/verify  line: @fakeid,scam,phishing,0.96,slang,Web Form,1,0,1,1,0,1,0,0,82,spacing_noise,พบคำเกี่ยวกับ OTP/ยืนยันตัวตน; มีลิงก์หรือการชวนคลิกลิงก์; มีคำเร่งเร้า
2146,มีคนจองหลายคน ถ้าเอาโอนมัดจำมาก่อนได้เลย verify pls,suspicious,marketplace_risk,0.66,slang,IG DM,0,0,0,1,1,0,0,0,51,thai_english_mix,พบคำเกี่ยวกับ OTP/ยืนยันตัวตน; มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
2147,มีลิงก์ให้กรอกข้อมูลเพื่อรับสิทธิ์ ลองเช็คก่อนนะ ⚠️👍,suspicious,phishing_risk,0.59,slang,Email,1,0,0,0,0,0,0,0,52,emoji,มีลิงก์หรือการชวนคลิกลิงก์; มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
2148,ส่งเลขบัญชีมา เดี๋ยวโอนค่าหนังสือให้ครับ ✅⚠️,normal,tu_marketplace,0.07,thai_english_mix,SMS,0,0,1,0,1,0,0,0,44,emoji,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
2149,คุณได้รับสิทธิ์ทุนพิเศษ โอนค่าดำเนินการ 500 บาทก่อนรับทุน 🥺 ส่งในกลุ่มได้เลย,scam,fake_scholarship,0.86,slang,Facebook Group,0,0,0,0,1,0,1,0,76,emoji,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี
2150,รับทุนการศึกษาเร่งด่วน กรอกข้อมูลและเลขบัญชีที่ bit.ly/example_fake 💬⚠️,scam,fake_scholarship,0.89,emoji,SMS,1,0,1,0,1,1,1,0,71,emoji,มีลิงก์หรือการชวนคลิกลิงก์; มีคำเร่งเร้า; มีบริบทเกี่ยวกับเงิน/โอน/บัญชี
2151,ราคาถูกกว่าปกติมาก แต่ไม่ให้วิดีโอคอลดูของ 👍,suspicious,marketplace_risk,0.73,short_message,Web Form,0,0,0,0,0,0,0,0,44,emoji,มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
2152,รับทุนการศึกษาเร่งด่วน กรอกข้อมูลและเลขบัญชีที่ forms.example.invalid/fake line: @fakeid,scam,fake_scholarship,0.89,thai_english_mix,TU Marketplace,1,0,1,0,1,1,1,0,88,none,มีลิงก์หรือการชวนคลิกลิงก์; มีคำเร่งเร้า; มีบริบทเกี่ยวกับเงิน/โอน/บัญชี
2153, ใครเจอบัตรนักศึกษาที่  คณะวิทย์  ทักมาหน่อยครับ  inbox ได้,normal,tu_general,0.19,short_message,TU Marketplace,0,0,0,0,0,0,0,0,59,spacing_noise,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
2154,บัญชีนี้ของแฟนเราเอง ปลอดภัยแน่นอน โอนมาเลย 🙏,scam,marketplace_scam,0.9,formal,IG DM,0,0,1,0,1,0,0,0,45,emoji,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี
2155,ส่งรหัส OTP มาให้แอดมินเพื่อยืนยัันตัวตนก่อนรับเงินคืน inbox ได้,scam,otp,0.97,thai_english_mix,Facebook Group,0,0,0,1,1,0,1,0,64,typo,พบคำเกี่ยวกับ OTP/ยืนยันตัวตน; มีบริบทเกี่ยวกับเงิน/โอน/บัญชี
2156,คลิกลิงก์นี้เพื่อยืนยันบัญชีนักศึกษา example.invalid/verify ทัก DM,scam,phishing,0.93,emoji,SMS,1,0,1,1,0,0,0,0,66,none,พบคำเกี่ยวกับ OTP/ยืนยันตัวตน; มีลิงก์หรือการชวนคลิกลิงก์
2157,สมัครงาน part-time online จ่ายค่าสมัครก่อน 1500 แล้วเริ่มงานได้เลย 🥺,scam,job_scam,0.88,slang,X/Twitter,0,0,0,0,0,0,0,1,68,emoji,มีบริบทสมัครงาน/รายได้
2158,ระบบ TU แจ้งเตือน ให้ update password ผ่าน bit.ly/example_fake ด่วน 😅,scam,phishing,0.82,formal,Email,1,0,0,0,0,1,0,0,69,emoji,มีลิงก์หรือการชวนคลิกลิงก์; มีคำเร่งเร้า
2159,ร้านกาแฟแถวรังสิตรับพาร์ทไทม์  ชั่วโมงละ  70  บาท  มีสัมภาษณ์หน้าร้าน,normal,tu_job_real,0.21,thai_english_mix,SMS,0,0,0,0,1,0,0,1,69,spacing_noise,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; มีบริบทสมัครงาน/รายได้; บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
2160,เจ้าหน้าที่มหาลัยขอ username password เพื่อตรวจสอบสถานะ 💸🚨,scam,impersonation,0.88,formal,TU Marketplace,0,0,0,0,0,0,0,0,58,emoji,
2161,รับทุนการศึกษาเร่งด่วน กรอกข้อมูลและเลขบัญชีที่ forms.example.invalid/fake 🔥 inbox ได้,scam,fake_scholarship,0.82,short_message,IG DM,1,0,1,0,1,1,1,0,86,emoji,มีลิงก์หรือการชวนคลิกลิงก์; มีคำเร่งเร้า; มีบริบทเกี่ยวกับเงิน/โอน/บัญชี
2162,ขอเลขบัญชีพร้อมเพย์หน่อยครับ จะโอนค่าชีท 😅💸,normal,tu_marketplace,0.05,short_message,SMS,0,0,1,0,1,0,0,0,43,emoji,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
2163,โอนมัดจำค่าหอ 1500 บาทได้ไหมครับ,normal,tu_marketplace,0.24,emoji,Discord,0,0,0,0,1,0,0,0,32,none,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
2164,ประกาศจากคณะให้กรอกแบบประเมินรายวิชาในระบบทางการ ‼️⚠️ line: @fakeid,normal,admin_real,0.07,thai_english_mix,IG DM,0,0,0,0,0,0,0,0,67,emoji,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
2165,ขอแนวข้อสอบ EL171 หน่อยครับ 🔥✅,normal,tu_general,0.05,thai_english_mix,SMS,0,0,0,0,0,0,0,0,30,emoji,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
2166,คลิกลิ้งนี้เพื่อยืนยัันบัญชีนักศึกษา example.invalid/verify,scam,phishing,0.9,short_message,LINE,1,0,1,1,0,0,0,0,59,typo,พบคำเกี่ยวกับ OTP/ยืนยันตัวตน; มีลิงก์หรือการชวนคลิกลิงก์
2167,แอดมินคณะขอค่าจองสิทธิ์สอบ โอนมาที่ บัญชี xxx123 ภายในวันนี้ ส่งในกลุ่มได้เลย,scam,tu_scam,0.9,emoji,TU Marketplace,0,0,1,0,1,1,0,0,77,none,มีคำเร่งเร้า; มีบริบทเกี่ยวกับเงิน/โอน/บัญชี
2168,พัสดุติดปัญหา ชำระค่าธรรมเนียมที่ [URL] เพื่อรับของ 👍📌,scam,delivery_scam,0.98,slang,Web Form,1,0,0,0,0,0,0,0,54,emoji,มีลิงก์หรือการชวนคลิกลิงก์
2169,อ้างว่าเป็นรุ่นพี่คณะ ขอให้โอนเงินช่วยจองสิทธิ์ 🚨🙏,suspicious,tu_scam_risk,0.7,short_message,TU Marketplace,0,0,0,0,1,0,0,0,50,emoji,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
2170,มีคนขอรหัสยืนยัน บอกว่าเป็นแอดมินกลุ่ม 👍🥺,suspicious,otp_risk,0.5,short_message,LINE,0,0,0,1,0,0,0,0,41,emoji,พบคำเกี่ยวกับ OTP/ยืนยันตัวตน; มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
2171,มีลิงก์ให้กรอกข้อมูลเพื่อรับสิทธิ์ ลองเช็คก่อนนะ ok? ส่งในกลุ่มได้เลย,suspicious,phishing_risk,0.47,short_message,LINE,1,0,0,0,0,0,0,0,69,thai_english_mix,มีลิงก์หรือการชวนคลิกลิงก์; มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
2172,หอพักแถวเชียงรากเดือนละไม่เกิน 4500 มีแนะนำไหม line: @fakeid,normal,tu_general,0.19,emoji,LINE,0,0,0,0,0,0,0,0,60,none,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
2173,รีบโอนก่อนนะ เหลือคนเดียวแล้ว 🔥💸,suspicious,marketplace_risk,0.67,emoji,Email,0,0,0,0,1,1,0,0,32,emoji,มีคำเร่งเร้า; มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
2174,กดลิงก์รับเงินคืนค่าธรรมเนียมการศึกษา example.invalid/verify 👍,scam,refund_scam,0.98,slang,SMS,1,0,0,1,1,0,1,0,62,emoji,พบคำเกี่ยวกับ OTP/ยืนยันตัวตน; มีลิงก์หรือการชวนคลิกลิงก์; มีบริบทเกี่ยวกับเงิน/โอน/บัญชี
2175, ขอแนวข้อสอบ  TU100  หน่อยครับ ,normal,tu_general,0.23,thai_english_mix,LINE,0,0,0,0,0,0,0,0,31,spacing_noise,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
2176,รับทุนการศึกษาเร่งด่วน กรอกข้อมูลและเลขบัญชีที่ forms.example.invalid/fake ✅⚠️,scam,fake_scholarship,0.99,formal,Web Form,1,0,1,0,1,1,1,0,78,emoji,มีลิงก์หรือการชวนคลิกลิงก์; มีคำเร่งเร้า; มีบริบทเกี่ยวกับเงิน/โอน/บัญชี
2177,มีลิงก์ Google Meet สำหรับประชุมไหมครับ 👍🙏,normal,meeting,0.15,formal,SMS,1,0,0,0,0,0,0,0,42,emoji,มีลิงก์หรือการชวนคลิกลิงก์; บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
2178,สมัครงาน part-time online จ่ายค่าสมัครก่อน 1500 แล้วเริ่มงานได้เลย verify pls,scam,job_scam,0.86,emoji,Discord,0,0,0,1,0,0,0,1,77,thai_english_mix,พบคำเกี่ยวกับ OTP/ยืนยันตัวตน; มีบริบทสมัครงาน/รายได้
2179,มีคนจองหลายคน ถ้าเอาโอนมัดจำมาก่อนได้เลย 📌,suspicious,marketplace_risk,0.73,casual,TU Marketplace,0,0,0,0,1,0,0,0,42,emoji,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
2180,มีคนจองหลายคน ถ้าเอาโอนมัดจำมาก่อนได้เลย ทัก DM,suspicious,marketplace_risk,0.49,thai_english_mix,TU Marketplace,0,0,0,0,1,0,0,0,47,none,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
2181,โอนมัดจำค่าหอ 100 บาทได้ไหมครับ ok? ทัก DM,normal,tu_marketplace,0.29,short_message,Facebook Group,0,0,0,0,1,0,0,0,42,thai_english_mix,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
2182,หอพักแถวเชียงรากเดือนละไม่เกิน 4000 มีแนะนำไหม inbox ได้,normal,tu_general,0.21,casual,LINE,0,0,0,0,0,0,0,0,56,none,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
2183,ราคาถูกกว่าปกติมาก  แต่ไม่ให้วิดีโอคอลดูของ line: @fakeid,suspicious,marketplace_risk,0.47,emoji,Facebook Group,0,0,0,0,0,0,0,0,57,spacing_noise,มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
2184,คลิกลิงก์นี้เพื่อยืนยันบัญชีนักศึกษา bit.ly/example_fake 😅🥺,scam,phishing,0.97,casual,Web Form,1,0,1,0,0,0,0,0,59,emoji,มีลิงก์หรือการชวนคลิกลิงก์
2185,รับทุนการศึกษาเร่งด่วน กรอกข้อมูลและเลขบัญชีที่ tu-form.example.invalid now,scam,fake_scholarship,0.85,thai_english_mix,Web Form,1,0,1,0,1,1,1,0,75,thai_english_mix,มีลิงก์หรือการชวนคลิกลิงก์; มีคำเร่งเร้า; มีบริบทเกี่ยวกับเงิน/โอน/บัญชี
2186,ของอยู่ต่างจังหวัด โอนก่อนส่งเท่านั้น ราคาพิเศษถึงวันนี้ ✅ ทัก DM,scam,marketplace_scam,0.85,slang,TU Marketplace,0,0,0,0,1,0,0,0,65,emoji,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี
2187,ใครเจอบัตรนักศึกษาที่ BRT ทักมาหน่อยครับ 🔥📌,normal,tu_general,0.06,formal,SMS,0,0,0,0,0,0,0,0,43,emoji,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
2188,ไม่สะดวกนัดรับ ขอส่งอย่างเดียว โอนก่อนส่งนะ 🥺😅,suspicious,marketplace_risk,0.48,thai_english_mix,SMS,0,0,0,0,1,0,0,0,46,emoji,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
2189,ไม่สะดวกนัดรับ ขอส่งอย่างเดียว โอนก่อนส่งนะ ‼️ line: @fakeid,suspicious,marketplace_risk,0.6,formal,X/Twitter,0,0,0,0,1,0,0,0,60,emoji,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
2190,ขอโอนนเต็มก่อน เด๋วส่งเลขพัสดุให้ inbox ได้,suspicious,marketplace_risk,0.69,short_message,Email,0,0,0,0,1,0,0,0,43,typo,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
2191,ขายหนังสือ TU100 มือสอง นัดรับ โรงอาหารกลาง ได้ 🚨,normal,tu_marketplace,0.09,casual,Email,0,0,0,0,0,0,0,0,49,emoji,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
2192,ขาย iPad ใช้เรียน นัดรับในมอได้ เช็คของก่อนจ่าย ✨⚠️,normal,tu_marketplace,0.13,short_message,TU Marketplace,0,0,0,0,0,0,0,0,51,emoji,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
2193,มีคนขอรหัสยืนยัน บอกว่าเป็นแอดมินกลุ่ม 🙏 inbox ได้,suspicious,otp_risk,0.6,thai_english_mix,Discord,0,0,0,1,0,0,0,0,50,emoji,พบคำเกี่ยวกับ OTP/ยืนยันตัวตน; มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
2194,ขอโอนเต็มก่อน เดี๋ยวส่งเลขพัสดุให้ ok?,suspicious,marketplace_risk,0.45,short_message,SMS,0,0,0,0,1,0,0,0,38,thai_english_mix,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
2195,ใครเจอบัตรนักศึกษาที่ หน้าโดม ทักมาหน่อยครับ 📌,normal,tu_general,0.1,slang,SMS,0,0,0,0,0,0,0,0,46,emoji,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
2196,วันนี้ห้องเรียน หอสมุดป๋วย เปิดไหมครับ ✅🔥,normal,tu_general,0.1,formal,LINE,0,0,0,0,0,0,0,0,41,emoji,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
2197,เจ้าหน้าที่มหาลัยขอ username password เพื่อตรวจสอบสถานะ ‼️,scam,impersonation,0.87,thai_english_mix,Facebook Group,0,0,0,0,0,0,0,0,58,emoji,
2198,พัสดุติดปัญหา ชำระค่าธรรมเนียมที่ bit.ly/example_fake เพื่อรับของ ✨,scam,delivery_scam,0.89,short_message,Facebook Group,1,0,0,0,0,0,0,0,67,emoji,มีลิงก์หรือการชวนคลิกลิงก์
2199,รับหิ้วของจากญี่ปุ่น  สนใจทักได้  นัดรับได้ในมอ line: @fakeid,normal,tu_general,0.17,short_message,TU Marketplace,0,0,0,0,0,0,0,0,61,spacing_noise,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
